PLC_NM,NTN_NM,CARD_USE_AMT,CARD_UTILIIZA_CAS_CO,BASE_QUARTER
오륙도&이기대 갈맷길,캐나다,2000,1,2020년 2분기
오륙도&이기대 갈맷길,콜롬비아,66000,2,2020년 2분기
오륙도&이기대 갈맷길,태국,9700,2,2020년 2분기
오륙도&이기대 갈맷길,프랑스,8800,1,2020년 2분기
오륙도&이기대 갈맷길,핀란드,4500,1,2020년 2분기
오륙도&이기대 갈맷길,호주,320700,5,2020년 2분기
오륙도&이기대 갈맷길,홍콩,15000,1,2020년 2분기
을숙도,그리스,300,1,2020년 2분기
을숙도,네덜란드,3500,1,2020년 2분기
을숙도,미국,23100,4,2020년 2분기
을숙도,일본,9500,1,2020년 2분기
을숙도,중국,33273,4,2020년 2분기
일광해수욕장,몽골,4100,1,2020년 2분기
일광해수욕장,미국,150100,11,2020년 2분기
일광해수욕장,이탈리아,38000,4,2020년 2분기
일광해수욕장,인도,29000,1,2020년 2분기
일광해수욕장,인도네시아,25500,2,2020년 2분기
일광해수욕장,일본,55400,2,2020년 2분기
일광해수욕장,캐나다,27000,1,2020년 2분기
일광해수욕장,호주,10200,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,남아프리카공화국,1963000,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,네덜란드,266900,6,2020년 2분기
자갈치·국제시장·부평깡통야시장,노르웨이,10000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,뉴질랜드,194000,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,대만,204900,12,2020년 2분기
자갈치·국제시장·부평깡통야시장,덴마크,107800,6,2020년 2분기
자갈치·국제시장·부평깡통야시장,독일,680150,30,2020년 2분기
자갈치·국제시장·부평깡통야시장,라트비아,97500,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,러시아,17575190,555,2020년 2분기
자갈치·국제시장·부평깡통야시장,루마니아,2000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,리투아니아,7000,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,말레이시아,309680,10,2020년 2분기
자갈치·국제시장·부평깡통야시장,멕시코,107800,8,2020년 2분기
자갈치·국제시장·부평깡통야시장,미국,21755720,453,2020년 2분기
자갈치·국제시장·부평깡통야시장,방글라데시,1214000,8,2020년 2분기
자갈치·국제시장·부평깡통야시장,베네수엘라,103000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,베트남,710480,24,2020년 2분기
자갈치·국제시장·부평깡통야시장,벨기에,2000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,벨라루스,7500,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,브라질,64800,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,스리랑카,30000,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,스웨덴,411130,10,2020년 2분기
자갈치·국제시장·부평깡통야시장,스위스,231100,8,2020년 2분기
자갈치·국제시장·부평깡통야시장,스페인,224550,6,2020년 2분기
자갈치·국제시장·부평깡통야시장,싱가폴,1027630,13,2020년 2분기
자갈치·국제시장·부평깡통야시장,사이프러스,13500,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,영국,1813790,58,2020년 2분기
자갈치·국제시장·부평깡통야시장,오스트리아,11200,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,온두라스,235000,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,우즈베키스탄,33500,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,우크라이나,316000,7,2020년 2분기
자갈치·국제시장·부평깡통야시장,이탈리아,211500,7,2020년 2분기
자갈치·국제시장·부평깡통야시장,인도,2822900,9,2020년 2분기
자갈치·국제시장·부평깡통야시장,인도네시아,1110960,22,2020년 2분기
자갈치·국제시장·부평깡통야시장,일본,17108350,138,2020년 2분기
자갈치·국제시장·부평깡통야시장,중국,13196059,172,2020년 2분기
자갈치·국제시장·부평깡통야시장,체코,505500,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,카자흐스탄,107250,8,2020년 2분기
자갈치·국제시장·부평깡통야시장,카타르,6000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,캄보디아,10500,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,캐나다,703200,19,2020년 2분기
자갈치·국제시장·부평깡통야시장,콜롬비아,280600,8,2020년 2분기
자갈치·국제시장·부평깡통야시장,크로아티아,455000,6,2020년 2분기
자갈치·국제시장·부평깡통야시장,태국,294400,10,2020년 2분기
자갈치·국제시장·부평깡통야시장,터키,44000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,파나마,216000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,페루,1400,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,포르투갈,75000,1,2020년 2분기
자갈치·국제시장·부평깡통야시장,폴란드,12500,3,2020년 2분기
자갈치·국제시장·부평깡통야시장,푸에르토리코,167000,2,2020년 2분기
자갈치·국제시장·부평깡통야시장,프랑스,2019709,66,2020년 2분기
자갈치·국제시장·부평깡통야시장,핀란드,99600,11,2020년 2분기
자갈치·국제시장·부평깡통야시장,필리핀,258830,15,2020년 2분기
자갈치·국제시장·부평깡통야시장,호주,802620,21,2020년 2분기
자갈치·국제시장·부평깡통야시장,홍콩,177000,6,2020년 2분기
전포카페거리,네덜란드,7900,3,2020년 2분기
전포카페거리,노르웨이,165000,3,2020년 2분기
전포카페거리,뉴질랜드,176400,7,2020년 2분기
전포카페거리,대만,732600,20,2020년 2분기
전포카페거리,덴마크,416800,21,2020년 2분기
전포카페거리,독일,286650,28,2020년 2분기
전포카페거리,러시아,692350,26,2020년 2분기
전포카페거리,말레이시아,68800,6,2020년 2분기
전포카페거리,멕시코,45400,6,2020년 2분기
전포카페거리,미국,7621305,273,2020년 2분기
전포카페거리,미얀마,18000,1,2020년 2분기
전포카페거리,베트남,96290,4,2020년 2분기
전포카페거리,벨라루스,5000,1,2020년 2분기
전포카페거리,불가리아,17300,1,2020년 2분기
전포카페거리,브라질,213200,7,2020년 2분기
전포카페거리,스웨덴,275300,12,2020년 2분기
전포카페거리,스위스,171750,22,2020년 2분기
전포카페거리,스페인,96300,11,2020년 2분기
전포카페거리,싱가폴,260900,10,2020년 2분기
전포카페거리,아랍에미레이트,18000,1,2020년 2분기
전포카페거리,아이슬란드,39600,3,2020년 2분기
전포카페거리,아일랜드,174600,6,2020년 2분기
전포카페거리,에스토니아,9500,1,2020년 2분기
전포카페거리,영국,1330520,42,2020년 2분기
전포카페거리,오만,16000,1,2020년 2분기
전포카페거리,우크라이나,4100,2,2020년 2분기
전포카페거리,이탈리아,44050,2,2020년 2분기
전포카페거리,인도,31000,1,2020년 2분기
전포카페거리,인도네시아,61150,7,2020년 2분기
전포카페거리,일본,2248830,92,2020년 2분기
전포카페거리,중국,1929198,34,2020년 2분기
전포카페거리,카자흐스탄,27150,3,2020년 2분기
전포카페거리,카타르,126400,6,2020년 2분기
전포카페거리,캐나다,1096920,58,2020년 2분기
전포카페거리,콜롬비아,270000,18,2020년 2분기
전포카페거리,태국,117000,5,2020년 2분기
전포카페거리,터키,30000,4,2020년 2분기
전포카페거리,푸에르토리코,49600,2,2020년 2분기
전포카페거리,프랑스,864220,65,2020년 2분기
전포카페거리,핀란드,11800,3,2020년 2분기
전포카페거리,필리핀,47000,3,2020년 2분기
전포카페거리,호주,1059610,31,2020년 2분기
전포카페거리,홍콩,104200,7,2020년 2분기
태종대,네덜란드,18650,4,2020년 2분기
태종대,노르웨이,11100,3,2020년 2분기
태종대,대만,4000,1,2020년 2분기
태종대,덴마크,5000,1,2020년 2분기
태종대,독일,69500,17,2020년 2분기
태종대,러시아,185200,11,2020년 2분기
태종대,말레이시아,5900,3,2020년 2분기
태종대,멕시코,4000,1,2020년 2분기
태종대,몽골,7000,1,2020년 2분기
태종대,미국,574100,56,2020년 2분기
태종대,바하마,3000,1,2020년 2분기
태종대,스웨덴,20600,7,2020년 2분기
태종대,스위스,2000,1,2020년 2분기
태종대,스페인,16500,4,2020년 2분기
태종대,싱가폴,33000,1,2020년 2분기
태종대,영국,78300,19,2020년 2분기
태종대,인도,3800,1,2020년 2분기
태종대,인도네시아,78000,1,2020년 2분기
태종대,일본,162000,3,2020년 2분기
태종대,중국,292950,8,2020년 2분기
태종대,체코,12000,3,2020년 2분기
태종대,칠레,10000,2,2020년 2분기
태종대,카자흐스탄,4000,1,2020년 2분기
태종대,캐나다,5100,1,2020년 2분기
태종대,태국,10000,1,2020년 2분기
태종대,페루,700,1,2020년 2분기
태종대,푸에르토리코,3100,1,2020년 2분기
태종대,프랑스,94500,21,2020년 2분기
태종대,핀란드,9100,2,2020년 2분기
태종대,호주,26100,1,2020년 2분기
태종대,홍콩,10500,1,2020년 2분기
해운대해수욕장,과테말라,30000,1,2020년 2분기
해운대해수욕장,남아프리카공화국,59000,1,2020년 2분기
해운대해수욕장,네덜란드,674700,23,2020년 2분기
해운대해수욕장,노르웨이,3745220,36,2020년 2분기
해운대해수욕장,뉴질랜드,1240820,5,2020년 2분기
해운대해수욕장,니카라과,165550,7,2020년 2분기
해운대해수욕장,대만,1107906,6,2020년 2분기
해운대해수욕장,덴마크,970540,15,2020년 2분기
해운대해수욕장,도미니카,265000,2,2020년 2분기
해운대해수욕장,독일,3146205,76,2020년 2분기
해운대해수욕장,라트비아,154900,1,2020년 2분기
해운대해수욕장,러시아,8497143,159,2020년 2분기
해운대해수욕장,루마니아,345100,3,2020년 2분기
해운대해수욕장,말레이시아,233000,10,2020년 2분기
해운대해수욕장,멕시코,1200390,14,2020년 2분기
해운대해수욕장,몽골,3520500,25,2020년 2분기
해운대해수욕장,미국,825563062,6495,2020년 2분기
해운대해수욕장,바하마,2696950,13,2020년 2분기
해운대해수욕장,베네수엘라,1288940,18,2020년 2분기
해운대해수욕장,베트남,918515,4,2020년 2분기
해운대해수욕장,벨기에,2986720,19,2020년 2분기
해운대해수욕장,벨라루스,41000,1,2020년 2분기
해운대해수욕장,사우디아라비아,1698750,12,2020년 2분기
해운대해수욕장,스웨덴,2761660,88,2020년 2분기
해운대해수욕장,스위스,1593140,16,2020년 2분기
해운대해수욕장,스페인,1506040,42,2020년 2분기
해운대해수욕장,싱가폴,417411744,2068,2020년 2분기
해운대해수욕장,아랍에미레이트,1351670,13,2020년 2분기
해운대해수욕장,아일랜드,208150,22,2020년 2분기
해운대해수욕장,영국,95704505,819,2020년 2분기
해운대해수욕장,오스트리아,943150,4,2020년 2분기
해운대해수욕장,우크라이나,6150,3,2020년 2분기
해운대해수욕장,이탈리아,283667,5,2020년 2분기
해운대해수욕장,인도네시아,3027150,16,2020년 2분기
해운대해수욕장,일본,11166030,76,2020년 2분기
해운대해수욕장,중국,28157873,245,2020년 2분기
해운대해수욕장,체코,35200,8,2020년 2분기
해운대해수욕장,칠레,76800,1,2020년 2분기
해운대해수욕장,카자흐스탄,6000,1,2020년 2분기
해운대해수욕장,캄보디아,125440,1,2020년 2분기
해운대해수욕장,캐나다,4954480,59,2020년 2분기
해운대해수욕장,코스타리카,21900,1,2020년 2분기
해운대해수욕장,콜롬비아,1400,2,2020년 2분기
해운대해수욕장,쿠웨이트,3800,1,2020년 2분기
해운대해수욕장,크로아티아,20000,1,2020년 2분기
해운대해수욕장,태국,2234450,15,2020년 2분기
해운대해수욕장,터키,29100,3,2020년 2분기
해운대해수욕장,파나마,169500,3,2020년 2분기
해운대해수욕장,페루,393100,5,2020년 2분기
해운대해수욕장,폴란드,31925,4,2020년 2분기
해운대해수욕장,푸에르토리코,6822080,29,2020년 2분기
해운대해수욕장,프랑스,7193125,235,2020년 2분기
해운대해수욕장,핀란드,885123,20,2020년 2분기
해운대해수욕장,필리핀,1371570,12,2020년 2분기
해운대해수욕장,헝가리,36400,4,2020년 2분기
해운대해수욕장,호주,6547138,208,2020년 2분기
해운대해수욕장,홍콩,52506370,320,2020년 2분기
흰여울문화마을,대만,34500,3,2020년 2분기
흰여울문화마을,독일,32000,5,2020년 2분기
흰여울문화마을,러시아,54100,5,2020년 2분기
흰여울문화마을,멕시코,9000,1,2020년 2분기
흰여울문화마을,미국,254300,28,2020년 2분기
흰여울문화마을,베네수엘라,11500,1,2020년 2분기
흰여울문화마을,벨라루스,46300,4,2020년 2분기
흰여울문화마을,스웨덴,6500,1,2020년 2분기
흰여울문화마을,싱가폴,28000,1,2020년 2분기
흰여울문화마을,사이프러스,20450,3,2020년 2분기
흰여울문화마을,아랍에미레이트,15000,1,2020년 2분기
흰여울문화마을,우크라이나,16500,2,2020년 2분기
흰여울문화마을,이탈리아,6800,1,2020년 2분기
흰여울문화마을,인도네시아,9500,1,2020년 2분기
흰여울문화마을,일본,41500,3,2020년 2분기
흰여울문화마을,중국,386331,14,2020년 2분기
흰여울문화마을,카자흐스탄,5500,1,2020년 2분기
흰여울문화마을,태국,12000,2,2020년 2분기
흰여울문화마을,프랑스,59900,5,2020년 2분기
흰여울문화마을,핀란드,5500,1,2020년 2분기
흰여울문화마을,호주,10000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,가나,8000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,그리스,20200,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,남아프리카공화국,44200,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,88600,7,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,48000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,뉴질랜드,47700,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,대만,543830,20,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,덴마크,81200,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,독일,1241304,49,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,라오스,1500,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,러시아,9773250,138,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,루마니아,21100,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,리투아니아,11800,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,말레이시아,106000,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,멕시코,91900,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,미국,17986031,737,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,미얀마,40900,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,바하마,48000,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,버뮤다,7900,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,베네수엘라,81700,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,베트남,140000,8,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,벨기에,25300,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,브라질,21700,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,브루나이드루살렘,77000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,사우디아라비아,22000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,13300,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스위스,37450,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스페인,215960,16,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,100150,7,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,아랍에미레이트,8900,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,75500,6,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,영국,522500,43,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,88440,11,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,100000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,54000,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,인도,230800,13,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,580670,22,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,일본,2164210,97,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,중국,6326944,165,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,체코,111800,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,칠레,28800,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,카자흐스탄,14000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,카타르,302653,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,캄보디아,116230,21,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,캐나다,702050,29,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,태국,86450,12,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,터키,3200,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,파라과이,44400,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,폴란드,8000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,프랑스,1434720,84,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,핀란드,146800,6,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,필리핀,398250,12,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,헝가리,7700,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,호주,312100,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,홍콩,1292400,3,2020년 3분기
감천문화마을,네덜란드,10500,2,2020년 3분기
감천문화마을,노르웨이,8100,1,2020년 3분기
감천문화마을,대만,76500,8,2020년 3분기
감천문화마을,덴마크,30200,5,2020년 3분기
감천문화마을,독일,552200,34,2020년 3분기
감천문화마을,러시아,386770,26,2020년 3분기
감천문화마을,리투아니아,37900,3,2020년 3분기
감천문화마을,말레이시아,27500,3,2020년 3분기
감천문화마을,멕시코,213500,18,2020년 3분기
감천문화마을,미국,5586720,436,2020년 3분기
감천문화마을,베네수엘라,29000,2,2020년 3분기
감천문화마을,벨기에,30600,5,2020년 3분기
감천문화마을,브라질,57000,4,2020년 3분기
감천문화마을,사우디아라비아,38500,2,2020년 3분기
감천문화마을,스웨덴,154200,24,2020년 3분기
감천문화마을,스위스,45000,5,2020년 3분기
감천문화마을,스페인,107600,16,2020년 3분기
감천문화마을,싱가폴,30600,4,2020년 3분기
감천문화마을,아이슬란드,7000,3,2020년 3분기
감천문화마을,아일랜드,6000,1,2020년 3분기
감천문화마을,영국,470800,57,2020년 3분기
감천문화마을,오스트리아,9000,1,2020년 3분기
감천문화마을,우크라이나,53900,11,2020년 3분기
감천문화마을,이집트,23000,1,2020년 3분기
감천문화마을,이탈리아,13500,4,2020년 3분기
감천문화마을,인도네시아,14500,3,2020년 3분기
감천문화마을,일본,199700,28,2020년 3분기
감천문화마을,중국,1221887,76,2020년 3분기
감천문화마을,체코,44000,7,2020년 3분기
감천문화마을,카자흐스탄,63900,6,2020년 3분기
감천문화마을,캐나다,97000,5,2020년 3분기
감천문화마을,코스타리카,7000,1,2020년 3분기
감천문화마을,콜롬비아,85200,8,2020년 3분기
감천문화마을,태국,29200,6,2020년 3분기
감천문화마을,폴란드,23000,2,2020년 3분기
감천문화마을,푸에르토리코,29000,1,2020년 3분기
감천문화마을,프랑스,636600,81,2020년 3분기
감천문화마을,핀란드,64900,13,2020년 3분기
감천문화마을,필리핀,55000,5,2020년 3분기
감천문화마을,헝가리,1577,1,2020년 3분기
감천문화마을,호주,20500,3,2020년 3분기
감천문화마을,홍콩,31100,4,2020년 3분기
광안리해수욕장,그리스,236050,15,2020년 3분기
광안리해수욕장,남아프리카공화국,80300,6,2020년 3분기
광안리해수욕장,네덜란드,354350,10,2020년 3분기
광안리해수욕장,노르웨이,705750,34,2020년 3분기
광안리해수욕장,뉴질랜드,406600,23,2020년 3분기
광안리해수욕장,대만,354950,15,2020년 3분기
광안리해수욕장,덴마크,44300,6,2020년 3분기
광안리해수욕장,독일,1158570,78,2020년 3분기
광안리해수욕장,라트비아,47000,4,2020년 3분기
광안리해수욕장,러시아,2157260,135,2020년 3분기
광안리해수욕장,루마니아,437580,1,2020년 3분기
광안리해수욕장,리투아니아,41500,5,2020년 3분기
광안리해수욕장,말레이시아,235800,6,2020년 3분기
광안리해수욕장,멕시코,773700,33,2020년 3분기
광안리해수욕장,몽골,5600,1,2020년 3분기
광안리해수욕장,미국,265703681,4798,2020년 3분기
광안리해수욕장,바하마,1384340,15,2020년 3분기
광안리해수욕장,베네수엘라,94200,3,2020년 3분기
광안리해수욕장,베트남,2004400,18,2020년 3분기
광안리해수욕장,벨기에,96030,9,2020년 3분기
광안리해수욕장,벨라루스,15300,3,2020년 3분기
광안리해수욕장,브라질,431720,28,2020년 3분기
광안리해수욕장,사우디아라비아,6000,1,2020년 3분기
광안리해수욕장,스리랑카,39500,1,2020년 3분기
광안리해수욕장,스웨덴,366650,24,2020년 3분기
광안리해수욕장,스위스,1148800,21,2020년 3분기
광안리해수욕장,스페인,632500,46,2020년 3분기
광안리해수욕장,슬로바키아,64400,4,2020년 3분기
광안리해수욕장,슬로베니아,78400,4,2020년 3분기
광안리해수욕장,싱가폴,84802295,471,2020년 3분기
광안리해수욕장,아랍에미레이트,694400,13,2020년 3분기
광안리해수욕장,아르헨티나,118000,1,2020년 3분기
광안리해수욕장,아이슬란드,26600,2,2020년 3분기
광안리해수욕장,아일랜드,950800,43,2020년 3분기
광안리해수욕장,알제리,950,1,2020년 3분기
광안리해수욕장,에스토니아,68600,10,2020년 3분기
광안리해수욕장,영국,40072171,487,2020년 3분기
광안리해수욕장,오만,135300,5,2020년 3분기
광안리해수욕장,오스트리아,383800,8,2020년 3분기
광안리해수욕장,우크라이나,26800,7,2020년 3분기
광안리해수욕장,이스라엘,94800,2,2020년 3분기
광안리해수욕장,이집트,27000,2,2020년 3분기
광안리해수욕장,이탈리아,1837400,27,2020년 3분기
광안리해수욕장,인도,554438,9,2020년 3분기
광안리해수욕장,인도네시아,3734640,23,2020년 3분기
광안리해수욕장,일본,5028040,135,2020년 3분기
광안리해수욕장,중국,11445346,166,2020년 3분기
광안리해수욕장,체코,26550,4,2020년 3분기
광안리해수욕장,칠레,112500,3,2020년 3분기
광안리해수욕장,카자흐스탄,621450,45,2020년 3분기
광안리해수욕장,카타르,170900,3,2020년 3분기
광안리해수욕장,캄보디아,16100,2,2020년 3분기
광안리해수욕장,캐나다,3861680,107,2020년 3분기
광안리해수욕장,콜롬비아,216100,14,2020년 3분기
광안리해수욕장,키르기스스탄,16500,2,2020년 3분기
광안리해수욕장,태국,1236690,47,2020년 3분기
광안리해수욕장,터키,140800,6,2020년 3분기
광안리해수욕장,파나마,91100,2,2020년 3분기
광안리해수욕장,페루,721400,8,2020년 3분기
광안리해수욕장,포르투갈,23600,3,2020년 3분기
광안리해수욕장,폴란드,69350,4,2020년 3분기
광안리해수욕장,푸에르토리코,130050,4,2020년 3분기
광안리해수욕장,프랑스,2199800,143,2020년 3분기
광안리해수욕장,핀란드,637910,15,2020년 3분기
광안리해수욕장,필리핀,25700,4,2020년 3분기
광안리해수욕장,헝가리,137710,11,2020년 3분기
광안리해수욕장,호주,2716205,52,2020년 3분기
광안리해수욕장,홍콩,21166822,148,2020년 3분기
동백섬&누리마루APEC하우스,그리스,550900,2,2020년 3분기
동백섬&누리마루APEC하우스,네덜란드,499125,1,2020년 3분기
동백섬&누리마루APEC하우스,노르웨이,328500,11,2020년 3분기
동백섬&누리마루APEC하우스,뉴질랜드,60950,1,2020년 3분기
동백섬&누리마루APEC하우스,대만,10000,1,2020년 3분기
동백섬&누리마루APEC하우스,덴마크,3024363,5,2020년 3분기
동백섬&누리마루APEC하우스,독일,2008500,12,2020년 3분기
동백섬&누리마루APEC하우스,러시아,1129200,9,2020년 3분기
동백섬&누리마루APEC하우스,멕시코,465400,7,2020년 3분기
동백섬&누리마루APEC하우스,몽골,10000,1,2020년 3분기
동백섬&누리마루APEC하우스,미국,176299876,721,2020년 3분기
동백섬&누리마루APEC하우스,벨기에,35600,2,2020년 3분기
동백섬&누리마루APEC하우스,사우디아라비아,1708300,13,2020년 3분기
동백섬&누리마루APEC하우스,스웨덴,172500,4,2020년 3분기
동백섬&누리마루APEC하우스,스위스,2318630,9,2020년 3분기
동백섬&누리마루APEC하우스,스페인,6500,1,2020년 3분기
동백섬&누리마루APEC하우스,싱가폴,213784082,420,2020년 3분기
동백섬&누리마루APEC하우스,사이프러스,47000,1,2020년 3분기
동백섬&누리마루APEC하우스,아랍에미레이트,829760,2,2020년 3분기
동백섬&누리마루APEC하우스,영국,4402010,31,2020년 3분기
동백섬&누리마루APEC하우스,이탈리아,96400,2,2020년 3분기
동백섬&누리마루APEC하우스,인도네시아,517000,5,2020년 3분기
동백섬&누리마루APEC하우스,일본,1517800,20,2020년 3분기
동백섬&누리마루APEC하우스,중국,1720112,22,2020년 3분기
동백섬&누리마루APEC하우스,카자흐스탄,65500,5,2020년 3분기
동백섬&누리마루APEC하우스,캐나다,5591055,21,2020년 3분기
동백섬&누리마루APEC하우스,태국,93500,2,2020년 3분기
동백섬&누리마루APEC하우스,파나마,157000,1,2020년 3분기
동백섬&누리마루APEC하우스,프랑스,621800,9,2020년 3분기
동백섬&누리마루APEC하우스,핀란드,39000,1,2020년 3분기
동백섬&누리마루APEC하우스,호주,635500,7,2020년 3분기
동백섬&누리마루APEC하우스,홍콩,23259618,64,2020년 3분기
마린시티 카페거리,네덜란드,240000,5,2020년 3분기
마린시티 카페거리,노르웨이,573300,32,2020년 3분기
마린시티 카페거리,대만,74600,3,2020년 3분기
마린시티 카페거리,덴마크,43000,1,2020년 3분기
마린시티 카페거리,독일,222800,11,2020년 3분기
마린시티 카페거리,러시아,1472100,86,2020년 3분기
마린시티 카페거리,멕시코,3500,1,2020년 3분기
마린시티 카페거리,미국,22348230,618,2020년 3분기
마린시티 카페거리,바하마,99000,5,2020년 3분기
마린시티 카페거리,버뮤다,262000,2,2020년 3분기
마린시티 카페거리,베네수엘라,484900,8,2020년 3분기
마린시티 카페거리,베트남,18600,1,2020년 3분기
마린시티 카페거리,벨기에,106600,7,2020년 3분기
마린시티 카페거리,보스니아헤르체고비치,66000,1,2020년 3분기
마린시티 카페거리,스위스,42000,1,2020년 3분기
마린시티 카페거리,스페인,201000,2,2020년 3분기
마린시티 카페거리,싱가폴,568550,6,2020년 3분기
마린시티 카페거리,아랍에미레이트,240900,9,2020년 3분기
마린시티 카페거리,아일랜드,4000,1,2020년 3분기
마린시티 카페거리,영국,5097100,36,2020년 3분기
마린시티 카페거리,이탈리아,26000,3,2020년 3분기
마린시티 카페거리,인도네시아,267390,6,2020년 3분기
마린시티 카페거리,일본,3078220,45,2020년 3분기
마린시티 카페거리,중국,6553020,44,2020년 3분기
마린시티 카페거리,캐나다,348220,14,2020년 3분기
마린시티 카페거리,터키,13900,1,2020년 3분기
마린시티 카페거리,파푸아뉴기니,130000,1,2020년 3분기
마린시티 카페거리,푸에르토리코,3500,1,2020년 3분기
마린시티 카페거리,프랑스,37700,1,2020년 3분기
마린시티 카페거리,호주,281300,4,2020년 3분기
마린시티 카페거리,홍콩,6171450,56,2020년 3분기
부산서면,가나,796000,2,2020년 3분기
부산서면,그리스,458310,18,2020년 3분기
부산서면,남아프리카공화국,280300,18,2020년 3분기
부산서면,네덜란드,12649251,91,2020년 3분기
부산서면,노르웨이,2393120,26,2020년 3분기
부산서면,뉴질랜드,1704800,17,2020년 3분기
부산서면,니카라과,40000,2,2020년 3분기
부산서면,대만,8052874,182,2020년 3분기
부산서면,덴마크,570500,13,2020년 3분기
부산서면,도미니카,73100,3,2020년 3분기
부산서면,독일,11641416,242,2020년 3분기
부산서면,라오스,135800,8,2020년 3분기
부산서면,라트비아,36200,3,2020년 3분기
부산서면,러시아,24715573,582,2020년 3분기
부산서면,루마니아,163425,8,2020년 3분기
부산서면,리투아니아,180500,13,2020년 3분기
부산서면,마카오,14000,1,2020년 3분기
